Index,FHLBankPopulation,StateAvgIncome,Income,Purpose,Term,First,BoAge,Rate,BoCreditScore,Amount,Amount_Prediction
5046,8538000,71346,186996,2,360,2,34,0.0363,5,490000,400121.744
5047,864771,50532,58368,2,360,2,99,0.0325,5,225000,186153.7678
5048,303625,55702,117531,1,240,2,37,0.035,5,188000,191779.4093
5049,303625,55702,64500,1,360,2,37,0.0375,4,85025,209880.8781
5050,864771,50532,54876,2,240,2,52,0.0375,5,52400,152226.2845
5051,8538000,60850,75552,2,360,2,45,0.035,4,109600,283521.7969
5052,864771,51084,62400,2,360,2,55,0.0375,5,164000,205061.1182
5053,126808,53906,45948,2,360,2,34,0.0363,4,169000,209881.4182
5054,864771,64500,211332,2,360,2,35,0.0325,5,458500,340463.3103
5055,215472,60214,229008,2,360,2,51,0.0363,2,324000,259072.9061
5056,298800,51075,85368,2,327,2,33,0.0363,5,205600,204574.174
5057,303625,55702,34152,1,360,2,50,0.035,5,52250,214545.7545
5058,8538000,60850,39120,1,360,1,26,0.0338,5,80700,238710.6628
5059,864771,51084,65976,1,360,2,53,0.035,5,171000,192488.9795
5060,2705000,59588,150000,1,360,2,47,0.0363,3,292250,244493.2476
5061,298800,51075,66120,1,360,1,25,0.035,5,161500,157300.3406
5062,298800,51075,149760,2,360,2,50,0.0338,5,100000,228704.0086
5063,2705000,55638,81348,1,360,2,53,0.035,5,211900,231619.7631
5064,298800,51075,207192,2,360,2,49,0.04,5,272000,240648.221
5065,864771,49426,102192,1,360,2,31,0.035,4,410800,182832.0672
5066,215472,63488,75794,2,360,2,61,0.0325,5,278500,288378.2512
5067,126808,53906,42952,1,360,1,26,0.0375,4,72325,152228.953
5068,215472,54736,131959,1,360,2,28,0.0388,5,298400,238873.3148
5069,298800,50532,69996,1,360,1,36,0.0363,5,180500,149984.7228
5070,864771,64500,265502,2,360,2,99,0.0388,5,450500,327197.48
5071,303625,55702,80000,1,360,2,26,0.035,5,189600,234975.8996
5072,864771,64500,110004,1,360,2,36,0.0325,4,400000,283487.6166
5073,864771,51084,120684,2,360,2,64,0.0338,5,134000,217877.4734
5074,1318000,45727,98076,2,180,2,55,0.0325,5,110000,109471.8557
5075,298800,51075,60346,1,180,2,25,0.0313,5,101600,128889.5459
5076,126808,63909,78249,1,360,2,63,0.035,5,200000,274327.8845
5077,2705000,59588,78396,1,360,1,69,0.035,3,147283,174923.1851
5078,126808,54996,74610,1,360,1,31,0.0363,5,129900,181974.9136
5079,126808,53906,44554,2,360,2,47,0.035,5,72800,221236.0532
5080,215472,50238,110741,1,360,2,36,0.035,5,343036,202593.1879
5081,215472,53017,89352,2,360,2,38,0.0388,4,183200,212485.8149
5082,864771,66262,119388,2,360,2,51,0.035,5,417000,322043.757
5083,864816,64500,126012,2,360,2,44,0.0375,5,587000,313579.6832
5084,2705000,55638,133872,1,360,1,30,0.0325,5,312579,210411.6802
5085,303625,55702,48126,2,360,2,71,0.0338,5,82000,226024.9898
5086,215472,54736,105000,2,236,2,42,0.0313,5,176048,195512.5657
5087,215472,53017,84000,1,360,2,99,0.035,5,130500,190656.561
5088,298800,47275,36825,1,360,2,32,0.035,5,182925,166336.1515
5089,864771,51084,100596,2,180,2,40,0.0313,4,109000,134316.7447
5090,126808,63909,71520,1,360,2,44,0.035,3,377955,247778.829
5091,298800,51075,69996,2,360,2,33,0.035,5,82000,214638.3003
5092,298800,45215,161052,2,360,2,46,0.0313,4,348113,179470.552
5093,864771,72222,210612,1,360,1,38,0.0475,3,512050,292081.8348
5094,8538000,60850,183264,2,360,2,60,0.0388,5,375000,319078.5713
5095,126808,53906,214642,1,180,2,45,0.0363,5,136000,175857.5613
5096,864771,51084,60008,2,360,2,54,0.035,4,146000,189957.3938
5097,126808,53906,58000,1,360,2,25,0.04,5,148800,215281.3674
5098,298800,50532,163644,1,360,2,44,0.0338,5,215000,215506.5526
5099,126808,63909,56916,1,360,1,31,0.0363,2,224730,188390.9814
5100,298800,51075,107376,2,360,2,56,0.04,4,175083,197128.1438
5101,298800,51075,65004,1,360,1,25,0.0369,4,140000,140182.1103
5102,126808,63909,36834,2,180,2,56,0.0313,4,133000,194937.6073
5103,2705000,59588,97932,1,360,1,28,0.0325,4,196650,212264.4024
5104,215472,64129,179496,1,360,2,35,0.0438,5,499996,307866.2466
5105,864771,71346,105000,2,360,2,41,0.0375,5,266900,354635.0578
5106,126808,53906,38510,1,360,1,99,0.035,5,88000,140878.7081
5107,298800,51075,199546,2,360,2,41,0.0313,4,296800,229615.4569
5108,215472,50238,71276,2,240,2,41,0.0363,5,157000,157182.2569
5109,126808,54736,29112,1,360,1,25,0.0375,2,71920,122639.0348
5110,126808,63909,26998,1,240,2,34,0.0363,3,49875,191399.6018
5111,298800,51075,249996,1,360,2,52,0.0375,5,211200,235989.9834
5112,215472,53906,167817,2,360,2,51,0.0375,5,376000,249630.8483
5113,298800,45215,60960,1,360,2,45,0.035,5,135200,153894.2363
5114,2705000,55638,85080,1,360,2,46,0.0325,5,221300,236285.984
5115,298800,51075,227419,1,360,2,59,0.0363,5,342800,228268.7512
5116,864771,51084,36480,2,360,2,64,0.0338,5,115000,196869.1718
5117,298800,51075,135300,1,360,1,26,0.04,4,70775,155966.1699
5118,126808,48568,230544,2,180,2,28,0.03,3,417000,137112.2848
5119,215472,54736,118841,1,360,2,38,0.0388,5,250000,231854.0525
5120,215472,54736,66560,1,360,1,24,0.0325,4,137600,166823.0772
5121,8538000,60850,57433,1,360,1,99,0.04,5,147773,213171.4973
5122,298800,51075,114320,1,360,2,41,0.0375,4,232400,190266.6356
5123,298800,45215,103613,2,360,2,35,0.0338,5,170000,184142.5627
5124,126808,53906,188607,2,240,2,42,0.0313,3,417000,180268.5883
5125,864771,51084,91493,1,360,2,79,0.0375,5,263200,188001.9901
5126,673184,70628,189000,1,360,2,44,0.04,4,384000,336751.5728
5127,864771,51084,72000,1,240,1,28,0.0338,4,188000,95416.8389
5128,126808,54996,154812,2,360,2,43,0.035,5,131560,257435.6683
5129,298800,51075,38400,2,360,2,31,0.04,3,100000,173290.9534
5130,2705000,59588,62892,1,360,1,65,0.035,3,108058,172553.6125
5131,864771,51084,116100,2,360,2,54,0.0338,4,125000,204486.0097
5132,864771,72222,80808,2,360,2,34,0.0338,5,277000,358648.8597
5133,215472,59588,191096,1,360,2,65,0.0338,5,229900,274007.4343
5134,298800,51075,27712,2,300,2,81,0.0388,5,76000,160195.1896
5135,215472,54736,28080,1,360,1,26,0.0363,5,71979,170776.3215
5136,864771,50532,30348,1,360,2,30,0.0375,5,143355,187461.7551
5137,298800,50532,53484,1,360,1,44,0.04,5,142500,141221.2817
5138,2705000,47830,254376,1,360,2,32,0.0325,5,360000,232247.3526
5139,215472,50238,106332,2,360,2,49,0.0388,4,174000,194263.677
5140,298800,45215,99616,2,360,2,40,0.0325,4,221620,165856.4944
5141,298800,45215,65000,2,180,2,27,0.0313,5,75000,105959.9174
5142,298800,51075,119656,1,360,1,32,0.0388,5,156000,166343.5158
5143,215472,54736,57678,2,360,2,99,0.0313,5,197000,212405.2933
5144,298800,51075,69996,2,360,2,25,0.0338,4,82000,202175.2886
5145,126808,48568,206868,2,360,2,31,0.0388,2,265600,182829.4594
5146,215472,63488,175285,2,240,2,47,0.03,5,115000,271119.0008
5147,864771,51084,66996,2,360,2,38,0.0363,4,206000,197116.5486
5148,472522,54996,108264,1,360,2,30,0.0325,5,180500,237464.4679
5149,298800,51075,60444,2,360,2,28,0.0363,4,77500,197555.5845
5150,298800,51075,151584,1,360,2,60,0.035,5,173600,209552.3786
5151,2705000,59588,35376,1,360,1,24,0.04,4,50505,194817.8186
5152,298800,51075,129132,1,360,2,38,0.0363,4,306368,195620.1082
5153,8538000,75847,179052,2,360,2,31,0.0363,5,541000,428963.9348
5154,126808,53906,79503,1,360,1,31,0.0388,5,175200,174890.5996
5155,303625,55702,203139,2,360,2,32,0.0338,5,417000,279310.6504
5156,126808,55653,130000,1,360,2,41,0.0363,5,270000,240425.0084
5157,298800,51075,395076,1,360,2,66,0.0388,5,200000,266362.8718
5158,126808,47275,46560,2,360,2,45,0.0363,5,134500,178152.0269
5159,215472,59588,29328,2,180,2,37,0.0288,5,76500,189030.1721
5160,126808,63909,28725,1,360,1,30,0.04,4,121850,212073.8898
5161,864771,50532,30504,2,360,2,27,0.0325,4,116000,190181.8766
5162,126808,53906,63046,2,360,2,50,0.0363,3,162000,192158.7833
5163,215472,53906,81931,1,360,1,31,0.035,4,405375,161446.0926
5164,864771,50532,69348,1,360,2,31,0.0338,5,150320,198464.0202
5165,126808,53906,53502,1,360,2,29,0.0425,2,109511,163565.3523
5166,298800,51075,218196,1,360,2,42,0.0338,5,328125,233449.2055
5167,864771,50532,28209,2,180,2,99,0.0313,5,96000,106504.6401
5168,126808,53906,91969,2,360,2,45,0.0325,5,185000,234927.6662
5169,8538000,60850,50626,1,360,1,59,0.0388,5,147000,226992.9148
5170,298800,51075,196000,1,360,2,43,0.0363,5,184000,226424.1958
5171,298800,51075,130365,1,360,2,64,0.0388,4,100000,185074.4328
5172,215472,63488,77495,2,360,2,53,0.035,3,145000,258698.7419
5173,126808,53906,84789,1,360,2,99,0.0325,5,139035,197579.4391
5174,864771,51084,150231,2,360,2,99,0.0338,5,375000,212136.7912
5175,864771,64500,121524,2,360,2,45,0.0363,5,417000,312619.2486
5176,298800,47275,115000,1,360,2,41,0.0363,5,258400,181889.9233
5177,298800,51075,137700,1,360,2,46,0.0325,4,138700,196451.82
5178,298800,51075,110100,2,360,2,32,0.0338,5,273900,225552.6649
5179,303625,55702,95132,1,360,2,29,0.035,4,342100,221633.0999
5180,673184,56990,45000,1,360,1,47,0.0388,2,170590,134212.9745
5181,864771,51244,62376,2,360,2,28,0.0325,4,179500,202457.2671
5182,126808,53906,61407,1,360,1,24,0.0363,4,65600,158116.6869
5183,298800,51075,42444,1,360,2,44,0.0338,5,85900,188851.0435
5184,864771,51084,117962,2,180,2,29,0.0275,5,91000,160455.8842
5185,298800,45215,146472,2,360,2,59,0.0338,5,140000,185844.1857
5186,2705000,55638,193104,1,360,2,37,0.0363,5,310500,264917.7919
5187,215472,54736,100050,2,360,2,41,0.035,4,246041,227065.124
5188,864771,50532,212197,2,180,2,99,0.03,5,62000,152986.9071
5189,298800,45215,129840,2,360,2,44,0.0388,5,200000,185088.9937
5190,298800,51075,62549,2,180,2,68,0.0338,4,120000,111549.004
5191,8538000,75847,196116,2,360,2,45,0.0375,5,260000,427442.2429
5192,215472,53017,155584,1,180,2,45,0.0363,4,80000,139515.4016
5193,126808,48568,59495,1,360,2,99,0.0413,4,107600,136134.8731
5194,215472,54736,68942,1,360,2,26,0.035,4,134400,209597.2879
5195,298800,50532,97152,1,360,2,36,0.0363,5,218500,200801.7773
5196,303625,55702,101970,2,360,2,51,0.035,5,300000,246417.4554
5197,673184,70628,231924,2,240,2,52,0.0325,5,330000,330682.8265
5198,472522,75847,94116,1,180,2,52,0.0288,5,258146,292267.6128
5199,298800,51075,49080,2,360,2,35,0.0375,5,155000,207558.0001
5200,864771,63909,75048,1,360,2,58,0.035,5,340000,277506.0453
5201,126808,54996,215366,2,360,2,36,0.035,4,417000,259171.75
5202,864771,64500,141869,1,360,2,99,0.0413,3,413991,247924.6625
5203,303625,55702,103740,1,360,1,30,0.035,4,128250,179364.2687
5204,126808,53906,122735,2,120,2,48,0.0288,5,170000,146248.017
5205,864771,51084,36000,1,360,2,66,0.0338,5,95000,180673.9008
5206,126808,53906,26520,2,240,2,53,0.0375,5,79000,164937.0726
5207,864771,50532,96700,2,360,2,99,0.0363,5,272000,194026.1426
5208,864771,64500,87006,1,360,2,36,0.0388,5,368000,290940.1696
5209,8538000,60850,64212,2,360,2,49,0.0338,4,136000,279728.0408
5210,126808,54736,69747,1,348,1,29,0.0363,5,128000,174951.3645
5211,215472,54736,51000,2,240,2,33,0.03,4,65000,171610.7213
5212,8538000,60850,168000,1,360,2,35,0.035,5,483000,311001.3028
5213,864771,64500,101976,2,360,2,35,0.0338,5,307780,312601.1986
5214,298800,51075,58008,1,360,1,30,0.035,4,138400,137409.0447
5215,673184,64500,163668,2,360,2,46,0.0463,3,288000,285774.215
5216,298800,51075,344700,2,360,2,60,0.0338,5,417000,273593.7437
5217,864771,64500,72037,1,360,1,35,0.0363,5,258400,244650.9502
5218,2705000,59588,151716,2,360,2,46,0.0375,3,278706,260088.1912
5219,298800,50532,42000,2,360,2,61,0.0363,5,76000,193001.9403
5220,864771,66262,133848,2,360,2,41,0.0325,5,258000,330510.4622
5221,298800,51075,315722,1,180,2,51,0.0275,4,280000,168560.3578
5222,215472,54736,272292,2,240,2,53,0.03,3,260000,203334.4774
5223,298800,50532,100188,2,360,2,35,0.0338,5,193200,218372.7344
5224,215472,53017,49504,2,240,2,99,0.0375,4,153000,131830.3058
5225,864771,50532,60566,2,360,2,99,0.0363,4,98250,169016.7632
5226,2705000,59588,107844,2,240,2,54,0.0375,5,359500,229694.5578
5227,298800,50532,266772,2,360,2,39,0.0363,5,279800,257323.0733
5228,864771,50532,26004,2,240,2,99,0.0363,5,60000,127948.8379
5229,215472,53017,252156,1,360,2,35,0.035,5,280000,256587.3424
5230,864771,51084,70344,2,180,2,45,0.0275,4,118000,126587.0656
5231,215472,54736,71616,2,360,2,32,0.0338,5,252000,239871.0767
5232,864771,51084,75000,1,360,2,34,0.0338,5,77000,202392.6497
5233,298800,51075,135000,1,360,2,37,0.0375,4,260400,196924.7148
5234,2705000,59588,152496,2,360,2,39,0.0388,4,290000,278320.9236
5235,298800,51075,81349,2,360,2,35,0.0338,5,120400,217255.5698
5236,298800,45215,67614,2,360,2,31,0.0388,4,97000,158440.1836
5237,298800,51075,105984,2,324,2,59,0.0338,5,190000,199878.6879
5238,298800,51075,65169,1,360,2,37,0.0338,4,180000,181149.0577
5239,2705000,59588,87228,2,360,2,34,0.035,5,115000,281595.617
5240,298800,51075,118176,2,360,2,56,0.0338,5,241800,218576.1758
5241,864771,51084,85052,1,360,2,47,0.0363,5,160000,198917.5907
5242,303625,55702,102939,1,354,1,28,0.0425,4,226000,174153.8796
5243,864771,50532,145008,2,360,2,42,0.035,4,417000,212017.5688
5244,673184,56990,24960,1,360,1,50,0.0363,3,66323,145196.0379
5245,126808,54996,64973,2,360,2,53,0.0363,5,104000,230696.4958
5246,2705000,59588,54804,2,360,2,25,0.0375,5,178400,275765.2079
5247,215472,54736,147180,1,360,2,54,0.035,4,309000,218627.1552
5248,864771,51084,181032,1,360,2,62,0.0325,5,159000,218935.4873
5249,298800,45215,86616,2,324,2,30,0.035,5,168500,166709.3333
5250,298800,51075,120792,2,360,2,70,0.035,5,237000,213449.8103
5251,215472,54736,31467,2,240,2,22,0.0325,3,59400,153751.6059
5252,2705000,55638,81612,2,360,2,49,0.0363,5,200000,247931.8623
5253,298800,51075,205308,2,360,2,45,0.035,5,340000,243901.9889
5254,303625,55702,52160,1,360,2,59,0.0363,5,65000,215088.286
5255,215472,53017,81557,2,360,2,55,0.0375,4,173400,204750.6779
5256,126808,54996,105840,2,300,2,54,0.0363,5,280000,216298.3047
5257,298800,51075,253692,2,351,2,58,0.0375,5,332000,246357.5559
5258,864771,51084,59244,1,360,2,99,0.0363,5,110500,172997.324
5259,8538000,60850,29736,1,360,1,39,0.0375,4,97697,213858.1979
5260,126808,53906,170363,1,240,2,29,0.0363,5,200000,195024.1038
5261,472522,70628,161496,2,360,2,58,0.0325,5,492450,358730.8526
5262,864771,50532,50220,2,180,2,44,0.0313,4,97000,116607.3041
5263,298800,50532,141288,2,300,2,45,0.0338,5,416250,200660.9024
5264,298800,51075,60996,1,360,1,29,0.0338,5,126800,155057.4325
5265,8538000,66262,144684,2,360,2,36,0.035,5,620000,355847.2669
5266,864771,50532,39156,1,360,2,21,0.035,2,76821,146161.0781
5267,2705000,59588,145764,2,360,2,39,0.0388,5,126860,292635.5396
5268,298800,50532,33744,2,360,2,37,0.0338,5,87650,201046.1442
5269,215472,53017,121954,1,240,2,99,0.0325,5,290000,152799.2853
5270,864771,50532,227976,1,360,2,55,0.035,3,396000,196526.7249
5271,126808,48568,81950,2,360,2,66,0.035,5,96000,188224.6483
5272,2705000,64500,255000,2,360,2,33,0.0363,4,488000,339667.6749
5273,298800,51075,73648,1,360,2,30,0.035,5,216000,201347.141
5274,298800,51075,74052,2,360,2,37,0.0375,5,180000,213039.0544
5275,303625,55702,47190,2,360,2,50,0.0388,2,84000,183451.0803
5276,298800,50532,52440,1,360,2,56,0.0363,5,171000,182153.6218
5277,864771,51084,45708,1,360,2,59,0.0413,4,73600,166386.3951
5278,126808,54996,45129,1,360,1,34,0.0375,3,134848,140973.2249
5279,864771,51084,113614,1,360,2,57,0.0363,5,171920,202297.1932
5280,126808,63909,47093,2,360,2,56,0.0375,5,140000,283390.7812
5281,2705000,59588,73112,2,360,2,51,0.0388,4,84000,254019.481
5282,298800,51075,37920,2,276,2,26,0.0363,5,63000,174772.0838
5283,673184,70628,110157,2,360,2,35,0.0363,4,323000,337425.4899
5284,215472,50238,136716,1,240,2,37,0.0313,5,170000,161906.6544
5285,126808,63909,80673,2,360,2,44,0.0413,2,234000,246590.6558
5286,2705000,60850,35808,2,120,2,47,0.0288,4,40100,162110.5663
5287,864771,50532,54026,2,180,2,48,0.03,5,70000,132631.0749
5288,2705000,59588,101460,2,348,2,37,0.0388,5,304000,277487.3729
5289,303625,55702,226464,1,360,2,34,0.035,4,369000,252526.2966
5290,864771,51084,112212,2,360,2,48,0.035,5,304000,221223.9727
5291,864771,50532,131580,1,360,2,41,0.0338,4,360000,194249.847
5292,864771,51084,102204,2,180,2,44,0.0275,5,332000,150904.7536
5293,126808,50238,120000,1,180,2,26,0.0288,4,164000,122503.2921
5294,864771,51084,215524,2,360,2,99,0.0325,5,346000,229005.4964
5295,2705000,55638,55320,1,360,1,27,0.035,2,99730,142842.2065
5296,673184,70628,58474,1,360,1,34,0.0413,2,210637,231323.8809
5297,126808,53906,149328,1,360,2,34,0.035,5,325000,236920.5308
5298,215472,63488,52000,2,180,2,37,0.0288,4,68500,204426.961
5299,215472,54736,48818,2,180,2,58,0.0275,5,44000,154587.5415
5300,126808,53906,26184,1,360,1,32,0.0388,3,49400,129224.8408
5301,472522,59588,125628,1,360,1,53,0.0338,4,271000,202866.0288
5302,126808,53906,60318,1,360,2,37,0.0375,5,161100,212476.6185
5303,303625,42019,70296,2,180,2,99,0.0338,3,96000,26130.69316
5304,864771,60850,256956,2,360,2,51,0.04,5,417000,318429.201
5305,2705000,59588,45732,2,240,2,50,0.0325,5,89605,217921.8664
5306,1318000,45727,41868,2,360,2,42,0.045,3,95000,135425.9043
5307,298800,51075,31200,2,360,2,58,0.0375,4,65800,178486.112
5308,864816,51492,126601,2,240,2,56,0.035,5,181600,176069.9932
5309,298800,51075,60000,1,360,1,26,0.035,5,147815,155398.8025
5310,303625,55702,102000,1,240,1,24,0.035,4,140250,132738.8461
5311,298800,51075,46032,1,360,2,74,0.035,5,90000,177972.9225
5312,864771,66262,142212,2,360,2,57,0.0338,5,323100,326024.3941
5313,126808,53906,65136,2,360,2,46,0.035,5,105000,226745.7579
5314,864816,64500,204456,2,360,2,60,0.0375,5,582200,327156.643
5315,2705000,59588,173904,2,360,2,37,0.0388,4,364500,284411.3508
5316,864771,51084,96216,2,360,2,37,0.0413,4,175400,202556.1261
5317,864816,64500,121476,2,360,2,58,0.0375,4,448950,291208.8013
5318,2705000,55638,45348,1,360,2,45,0.035,4,187600,209640.9471
5319,298800,51075,78660,1,360,2,35,0.0363,5,126400,200145.8282
5320,298800,50532,69708,2,360,2,38,0.0338,5,243000,209644.266
5321,864771,72222,156370,2,240,2,99,0.0313,5,322800,305822.8217
5322,215472,54736,86542,2,348,2,30,0.03,5,178500,241191.5631
5323,215472,54736,103062,2,360,2,99,0.0363,5,173000,221503.0328
5324,298800,51075,75744,1,360,1,37,0.0363,5,210000,154627.1992
5325,215472,53017,43243,1,360,1,99,0.0375,5,121600,135333.5299
5326,298800,51075,88188,2,360,2,38,0.0338,5,183000,217837.9277
5327,864771,64500,108264,2,360,2,36,0.035,4,405000,297267.1071
5328,298800,50532,129996,1,360,2,28,0.0338,4,204800,197111.6752
5329,215472,50238,67080,2,360,2,34,0.0388,4,113800,190090.2022
5330,298800,51075,56700,2,360,2,66,0.0363,5,93500,198379.3117
5331,298800,51075,86376,1,360,2,34,0.0388,5,245100,201332.9335
5332,126808,54996,62566,1,360,2,99,0.0375,4,145408,181007.9682
5333,298800,51075,37980,1,360,1,35,0.0363,5,107950,145954.6315
5334,303625,55702,81396,2,300,2,47,0.0338,4,217000,203103.234
5335,126808,53906,58557,2,180,2,33,0.0288,4,153300,144081.0562
5336,864771,51084,101004,1,360,2,29,0.0375,4,236610,193112.7855
5337,215472,63488,64479,2,300,2,68,0.0388,4,144800,239915.1588
5338,298800,51075,139005,1,360,2,31,0.035,5,304000,217278.6082
5339,126808,53906,202381,1,360,2,37,0.0363,5,284800,248454.3901
5340,215472,54736,170515,2,350,2,55,0.0325,5,173116,252470.8923
5341,126808,53906,60000,2,360,2,29,0.0325,4,166500,216951.6875
5342,673184,70628,108715,1,360,2,42,0.0388,5,234000,333998.5784
5343,215472,50238,37669,1,360,1,51,0.0375,4,107000,117593.9697
5344,298800,51075,67513,2,360,2,29,0.035,4,147787,199523.1728
5345,298800,51075,47091,2,360,2,57,0.035,5,130000,199932.2711
5346,215472,53017,27394,1,360,1,58,0.0325,3,102800,116976.457
5347,126808,53906,94014,2,360,2,58,0.035,5,250000,229454.9174
5348,673184,70628,85000,2,360,2,32,0.0388,3,113250,315166.0951
5349,864771,50532,73260,2,173,2,67,0.0338,5,77000,125794.8299
5350,298800,51075,179902,2,360,2,53,0.0363,5,417000,233987.6764
5351,8538000,60850,182302,1,360,1,35,0.0413,5,344800,267723.9145
5352,298800,51075,109392,2,360,2,41,0.0363,5,255000,220891.6277
5353,864771,50532,103296,2,180,2,55,0.035,5,75000,140075.8541
5354,215472,63488,141986,2,360,2,30,0.0313,4,299180,301046.4271
5355,8538000,66262,132000,1,360,1,32,0.0338,5,521754,295347.2671
5356,298800,51075,25488,2,360,2,78,0.0388,5,91800,184983.8183
5357,215472,55638,60360,2,180,2,99,0.0263,2,97600,100610.2684
5358,864771,51084,90709,1,360,2,32,0.0363,5,230000,205948.5933
5359,126808,53906,45912,1,360,2,27,0.0325,5,120800,214854.0847
5360,2705000,55638,43050,1,360,1,23,0.0338,4,97686,173801.9579
5361,298800,45215,90672,2,360,2,33,0.035,5,136800,181129.0984
5362,215472,54736,150000,2,346,2,31,0.0338,5,393400,254150.7363
5363,298800,51075,185623,2,180,2,56,0.0338,5,246000,162744.9945
5364,215472,54736,105667,2,240,2,34,0.03,5,130126,200869.3114
5365,303625,66262,181872,2,360,2,38,0.0363,5,492100,340325.287
5366,298800,50532,51996,1,360,2,39,0.035,4,142400,172996.1129
5367,126808,63909,53348,1,360,1,99,0.04,4,133800,192366.8965
5368,2705000,55638,79992,1,360,1,45,0.0438,4,299250,170326.1202
5369,864771,50532,65004,2,360,2,56,0.0388,5,168000,201115.1723
5370,298800,51075,108399,1,360,2,32,0.0325,3,235400,178392.2055
5371,864771,64500,64908,2,360,2,64,0.0375,5,228500,290841.7115
5372,864771,50532,35360,2,360,2,24,0.0375,4,49000,190292.0914
5373,864771,51084,250344,2,180,2,99,0.0288,5,381000,166680.7925
5374,864771,50532,52632,2,180,2,69,0.0275,5,105000,125528.4356
