Index,FHLBankPopulation,StateAvgIncome,Income,Purpose,Term,First,BoAge,Rate,BoCreditScore,Amount,Amount_Prediction
8965,303625,55702,143772,4,360,2,53,0.04,5,300000,284524.6918
8966,864771,51084,150000,1,360,2,99,0.0388,5,314250,194527.6797
8967,864771,50532,90332,2,240,2,58,0.0338,5,182800,160471.1397
8968,298800,50532,37692,2,360,2,79,0.0338,5,161500,186296.2029
8969,126808,54996,81805,2,348,2,64,0.0363,5,150800,225930.9897
8970,298800,51075,78144,2,360,2,49,0.0338,3,152000,179222.5607
8971,864771,51084,60000,1,360,1,99,0.0388,4,272000,112037.2901
8972,864771,51084,58600,1,360,1,25,0.0375,3,143200,123995.8264
8973,864771,42019,100560,2,360,2,39,0.0363,5,169000,161293.9023
8974,298800,51075,167916,2,360,2,46,0.035,4,374250,218204.1061
8975,298800,51075,198000,2,360,2,52,0.035,4,285200,223462.0025
8976,673184,70628,165000,2,360,2,32,0.0338,5,517000,369339.18
8977,864771,50532,117180,1,360,2,31,0.035,4,201302,193869.5038
8978,126808,63909,64704,2,360,2,40,0.04,3,298400,260677.8356
8979,126808,54996,44784,1,360,2,99,0.0375,4,113110,176571.4851
8980,864771,50532,70956,1,360,2,59,0.0338,5,240000,188375.2452
8981,215472,54736,30701,1,360,1,46,0.0325,2,71045,117645.9951
8982,298800,51075,147192,2,360,2,67,0.0338,5,253600,221694.4068
8983,298800,51075,49380,1,360,1,24,0.0389,4,105600,135768.5756
8984,298800,51075,137820,2,264,2,47,0.0338,5,134100,188097.6647
8985,298800,45215,70968,2,336,2,60,0.0388,5,216100,154718.7535
8986,298800,51075,474240,2,360,2,56,0.0375,5,417000,305764.939
8987,864771,50532,62400,1,360,2,99,0.0338,5,98320,171254.9274
8988,2705000,59588,104148,2,360,2,65,0.04,5,275000,271977.9064
8989,298800,50532,26796,2,360,2,72,0.0338,5,80400,186200.218
8990,126808,53906,145600,2,360,2,47,0.035,5,249900,246446.3145
8991,303625,55702,76600,1,360,2,48,0.0363,5,154800,225306.9484
8992,298800,51075,102571,1,360,1,43,0.0388,5,293550,157959.8737
8993,298800,51075,125008,1,360,2,38,0.0355,5,236000,210941.4412
8994,673184,56990,85404,1,360,2,33,0.035,5,361550,243254.0854
8995,126808,53906,128210,2,180,2,73,0.0288,4,100000,146473.3298
8996,2705000,55638,41904,1,360,1,27,0.035,5,73371,187477.6164
8997,126808,60214,143219,1,360,2,39,0.0338,4,250170,259686.9128
8998,864771,49426,51552,1,360,2,57,0.0388,5,105000,174760.0837
8999,126808,54996,120900,2,180,2,46,0.0275,5,270000,178530.0806
9000,303625,55702,91148,2,180,2,47,0.035,4,311000,156563.0763
9001,864771,51084,184428,2,180,2,50,0.03,5,190000,168058.5873
9002,864771,51084,62880,1,360,1,27,0.0388,5,226865,155724.2136
9003,864771,50532,105276,1,360,2,25,0.04,4,140000,190922.1416
9004,472522,55653,65916,1,360,2,36,0.035,2,185913,179891.1345
9005,298800,51075,94368,2,360,2,87,0.0338,5,125900,201022.3647
9006,298800,51075,90840,2,336,2,33,0.0363,5,110500,209572.3358
9007,298800,45215,109536,2,300,2,35,0.0375,5,154000,159754.0498
9008,298800,51075,105060,1,360,2,45,0.035,5,244000,203564.5913
9009,8538000,60850,165184,1,360,2,35,0.0363,5,328700,309720.1666
9010,303625,55702,187629,1,180,1,31,0.0338,5,68000,143788.87
9011,126808,71346,147697,2,360,2,34,0.0338,4,240000,351459.0467
9012,864771,50532,126688,2,240,2,41,0.0338,5,260000,175910.6081
9013,303625,55702,88408,2,180,2,47,0.0325,5,170000,172986.2914
9014,215472,54736,128542,2,180,2,30,0.0263,5,115750,185502.1336
9015,215472,54736,91291,2,360,2,33,0.045,4,180800,223426.4529
9016,673184,70628,146527,2,180,2,57,0.0313,5,146000,283818.1554
9017,864816,51492,43709,2,360,2,64,0.035,4,102000,184836.8462
9018,215472,53906,47500,1,360,2,28,0.0338,5,138000,214549.8126
9019,2705000,59588,131532,2,180,2,52,0.0325,4,332000,198365.2969
9020,472522,47830,48300,2,360,2,61,0.0313,5,43800,179464.8103
9021,298800,51075,112044,2,360,2,76,0.0338,5,199000,209553.457
9022,8538000,60850,115908,2,180,2,26,0.0288,5,220000,246803.2983
9023,215472,50238,179200,1,240,2,29,0.0325,5,205700,174969.1835
9024,298800,45215,85020,2,360,2,50,0.035,5,136000,173350.0604
9025,2705000,63488,72696,1,360,2,35,0.0375,3,263000,254902.5725
9026,303625,55702,122304,1,360,2,61,0.035,3,223200,200429.594
9027,864771,75847,116808,1,360,2,41,0.035,5,360000,373067.7002
9028,864771,51084,46524,2,360,2,37,0.0388,3,149500,175276.7453
9029,303625,55702,61500,1,360,2,25,0.0425,3,195415,195408.647
9030,298800,51075,60655,1,360,2,70,0.0363,5,140000,182541.2588
9031,2705000,55638,81768,2,360,2,33,0.0375,5,122000,253430.9865
9032,864771,50532,34267,1,360,2,99,0.0375,5,73600,162589.2604
9033,864816,64500,165860,2,240,2,99,0.0338,5,220000,256123.7286
9034,864771,72222,81996,2,240,2,41,0.0313,4,299000,293002.0352
9035,864771,51084,141396,2,240,2,32,0.035,5,246000,186060.2832
9036,673184,70628,92556,2,240,2,99,0.0375,3,187000,244089.6997
9037,298800,45215,56328,2,360,2,67,0.0375,4,149500,142715.8799
9038,126808,50238,49958,1,360,2,37,0.035,4,160429,170806.6775
9039,298800,45215,81186,2,360,2,48,0.0388,3,101600,139463.1952
9040,2705000,55638,71448,2,180,2,47,0.0275,2,90000,129420.3969
9041,215472,53017,209262,1,360,2,99,0.0375,5,168000,220795.9193
9042,673184,70628,61764,2,360,2,44,0.04,5,210000,336327.526
9043,303625,55702,130284,1,360,2,33,0.0375,5,292000,243786.2881
9044,864771,51084,170004,2,180,2,31,0.0263,4,373600,157230.5688
9045,215472,63488,131274,2,180,2,47,0.0263,5,200000,237565.6741
9046,298800,51075,70992,1,360,2,30,0.0338,5,244000,201218.5471
9047,864771,50532,109766,2,240,2,99,0.035,5,213000,149425.4278
9048,8538000,47830,68100,2,240,2,69,0.0363,5,53383,153734.069
9049,215472,54736,155313,2,240,2,31,0.0325,5,184460,213266.9375
9050,126808,53906,155840,1,240,2,51,0.0325,5,200000,184849.7948
9051,215472,54736,96167,2,180,2,48,0.0363,4,244000,150236.5588
9052,298800,51075,113029,1,360,2,36,0.0363,5,196000,208346.0089
9053,864771,50532,115248,2,360,2,52,0.035,5,243000,216840.4478
9054,864771,50532,171216,1,360,2,45,0.035,5,232000,218100.3256
9055,472522,66262,101700,1,180,2,46,0.0275,5,187900,233738.7272
9056,864771,50532,111106,1,360,2,99,0.04,5,156000,180647.4231
9057,472522,70628,236592,2,180,2,42,0.0263,5,390000,313561.6114
9058,215472,54736,124742,2,341,2,39,0.0325,5,399000,243412.1791
9059,215472,54736,76419,2,360,2,27,0.03,5,95000,244633.7859
9060,864771,50532,79566,1,360,2,99,0.0363,4,250000,158430.897
9061,864771,51084,124152,2,360,2,41,0.035,5,266400,226825.4081
9062,673184,51494,140528,2,180,2,47,0.03,2,182000,112406.463
9063,2705000,59588,72840,2,360,2,55,0.0375,4,256000,253031.6175
9064,298800,51075,67392,1,360,2,44,0.035,5,131850,194541.3336
9065,298800,51075,42000,1,360,2,31,0.04,4,93600,174857.0985
9066,2705000,59588,45444,1,360,2,60,0.0388,3,65730,212424.3043
9067,298800,51075,52805,2,360,2,35,0.035,5,127200,209599.9847
9068,864771,51084,63504,1,360,2,34,0.0375,5,200000,197877.7964
9069,298800,50532,69992,2,360,2,48,0.035,5,110000,205434.6486
9070,864771,51084,141780,2,240,2,52,0.0313,5,122500,180309.943
9071,864771,50532,78120,2,360,2,53,0.0325,5,189000,208315.2568
9072,298800,50532,120684,2,300,2,55,0.0375,5,157100,190127.2535
9073,126808,53906,66123,1,360,2,99,0.035,5,225000,191809.7809
9074,864771,47275,129720,2,360,2,36,0.0375,4,167500,187846.9496
9075,126808,54996,41592,1,360,2,22,0.035,4,150100,205735.116
9076,864771,75628,160356,1,360,2,39,0.0388,4,559200,365551.4202
9077,8538000,60850,37296,2,240,2,60,0.0325,2,100000,189042.6402
9078,673184,70303,190008,1,360,1,35,0.0363,5,412000,311829.354
9079,298800,51075,84879,2,360,2,79,0.035,4,135500,185123.7962
9080,215472,50238,84729,2,240,2,99,0.03,5,209600,141613.2944
9081,126808,53906,104705,1,240,2,59,0.0363,5,155000,167403.6554
9082,673184,70628,139649,2,360,2,47,0.0375,5,500000,355747.9811
9083,673184,70303,66456,1,360,1,40,0.0425,4,157575,260377.2895
9084,8538000,72222,77496,1,360,1,35,0.0375,4,232750,302311.672
9085,298800,51075,90036,2,360,2,37,0.0338,5,182000,218673.632
9086,864771,72222,158844,2,360,2,64,0.0375,5,234000,365232.3638
9087,298800,51075,106368,2,336,2,30,0.0375,5,163000,214036.3267
9088,864771,50532,90000,2,360,2,48,0.0388,4,174000,194354.4263
9089,2705000,59588,33800,1,360,2,28,0.04,4,51567,236967.877
9090,8538000,49426,359995,2,360,2,50,0.0388,4,336000,275541.6627
9091,8538000,72222,81270,1,360,2,74,0.0375,5,160000,348678.2703
9092,864771,64500,87485,2,360,2,27,0.0413,5,368000,308645.0576
9093,864816,64500,228804,2,360,2,39,0.035,4,575000,326217.1874
9094,126808,54996,32427,2,240,2,55,0.035,4,58000,157972.425
9095,2705000,59588,194172,2,360,2,36,0.0325,4,169500,292646.5259
9096,298800,51075,243996,2,360,2,34,0.0338,5,397500,258209.4857
9097,2705000,55638,205000,1,360,2,44,0.0388,5,271200,264150.6463
9098,298800,51075,139488,2,333,2,44,0.04,5,198000,214730.95
9099,215472,54736,72985,1,360,2,36,0.0375,5,216000,221741.1524
9100,298800,51075,134364,2,360,2,70,0.0338,5,223500,217369.9874
9101,298800,51075,103056,1,360,1,33,0.0363,5,166800,162939.9154
9102,215472,63488,125598,2,360,2,38,0.0325,4,395600,293426.5466
9103,126808,54996,145271,2,348,2,46,0.0363,5,368000,248508.8526
9104,126808,48568,47762,1,360,2,99,0.035,4,120600,136011.3839
9105,298800,51075,129960,1,360,2,29,0.0338,5,157200,216305.2868
9106,303625,55702,51456,2,360,2,43,0.0413,5,84200,234007.8902
9107,126808,63909,91488,2,360,2,53,0.0413,5,416500,293899.7558
9108,298800,51075,337008,2,333,2,47,0.035,5,407000,265112.1138
9109,215472,54736,142810,2,240,2,28,0.03,5,148630,212384.0753
9110,2705000,64500,236172,2,360,2,48,0.0363,5,395000,345344.8034
9111,673184,51494,60309,2,360,2,53,0.035,5,168000,208560.6322
9112,864771,50532,122014,2,360,2,46,0.0338,4,170000,205316.2223
9113,298800,50532,110004,1,360,2,39,0.0363,5,313200,202884.3361
9114,2705000,50238,184944,1,180,2,60,0.03,4,222000,132783.6884
9115,298800,51075,104844,2,300,2,57,0.0363,5,172500,189543.0947
9116,864771,47238,269040,1,360,2,54,0.0325,5,281200,218511.8272
9117,215472,54736,62400,2,360,2,58,0.0313,5,119920,228943.6967
9118,298800,51075,69492,1,360,1,27,0.035,4,87120,141398.1456
9119,864771,64500,115920,2,360,2,48,0.0363,5,491000,310097.166
9120,673184,70628,62560,1,360,2,99,0.0338,5,182800,303353.9193
9121,864771,50532,155292,2,360,2,31,0.0388,4,240000,217013.2218
9122,126808,53906,110115,2,180,2,65,0.0338,4,138000,142730.6398
9123,864771,51084,133536,2,360,2,63,0.0363,5,210000,220345.9743
9124,126808,48568,220715,2,360,2,51,0.0425,5,320000,225127.2836
9125,2705000,59588,125004,1,360,2,35,0.035,5,268600,275319.5883
9126,126808,53906,47476,1,360,1,99,0.04,2,106400,92907.80781
9127,864771,64500,70020,2,180,2,99,0.03,5,142800,209683.8102
9128,864771,51084,108963,1,360,2,28,0.035,5,272000,212579.9668
9129,215472,54736,70716,1,360,2,27,0.035,4,131100,209665.2469
9130,215472,50238,41172,2,360,2,41,0.0325,4,110400,183807.661
9131,126808,54736,24996,1,360,1,55,0.0438,2,29500,107569.0683
9132,864771,51084,47495,2,360,2,99,0.0363,5,114500,185392.2634
9133,864771,50532,60000,1,360,2,42,0.0363,5,114000,190898.0814
9134,298800,45215,40144,2,360,2,50,0.0363,5,105600,161575.2521
9135,298800,45215,103000,2,360,2,30,0.0338,5,265000,185862.8306
9136,864771,75847,135132,1,360,2,31,0.0363,5,282400,380807.2584
9137,215472,54736,40560,2,240,2,30,0.0313,5,83070,185545.5775
9138,126808,53906,46248,2,360,2,31,0.0388,5,132000,225961.7691
9139,298800,50532,91992,1,360,1,32,0.0338,5,188000,158083.7582
9140,126808,48568,84825,1,360,2,99,0.04,5,166400,159027.2952
9141,215472,50238,143269,2,180,2,41,0.0275,5,187000,154840.8585
9142,298800,51075,23920,1,360,1,24,0.0363,5,97500,146567.8167
9143,298800,51075,109992,2,360,2,33,0.0338,5,177250,225151.0783
9144,298800,51075,51792,2,360,2,38,0.0338,4,135000,192763.1812
9145,864771,64129,170304,2,360,2,34,0.0363,5,343500,326462.4929
9146,215472,50238,40061,1,360,1,28,0.035,4,65600,127920.1328
9147,864771,50532,69672,2,180,2,30,0.0325,5,76500,142165.563
9148,2705000,59588,67340,1,360,2,32,0.0375,2,115313,212961.5227
9149,864816,64500,141204,2,360,2,77,0.0375,5,434000,305006.813
9150,864771,51084,85740,2,180,2,56,0.03,5,256000,141188.7818
9151,8538000,60850,105000,1,360,2,47,0.0413,4,343660,271989.5386
9152,298800,51075,401939,2,360,2,48,0.0338,4,278000,276375.9635
9153,298800,51075,111396,2,360,2,31,0.0338,5,282500,226250.6492
9154,298800,51075,90077,1,360,2,30,0.0325,5,150400,206558.6836
9155,215472,63488,96670,2,300,2,33,0.0325,5,308000,279857.0482
9156,215472,54736,66252,2,360,2,99,0.0325,5,179000,214010.3862
9157,864771,51084,94380,2,240,2,33,0.0325,5,176000,175068.1063
9158,864771,64500,202644,1,360,2,34,0.0388,5,615200,320540.3144
9159,215472,54736,123552,2,360,2,44,0.0313,5,323000,249445.6673
9160,126808,54996,95771,1,360,1,99,0.0388,4,154800,144671.9914
9161,864771,51084,55475,1,360,2,99,0.035,4,134300,156641.3472
9162,864771,51084,80928,1,360,2,43,0.0338,4,215910,184505.6687
9163,298800,50532,58907,2,360,2,55,0.0363,5,119925,199467.9655
9164,864771,51084,274997,2,240,2,42,0.0388,5,327000,213955.1846
9165,8538000,64500,120996,2,360,2,34,0.0388,5,564300,337368.6642
9166,2705000,59588,71964,1,360,2,48,0.04,5,92054,254990.8987
9167,215472,54736,82514,2,180,2,35,0.0275,3,92000,139622.8028
9168,126808,48568,70080,2,360,2,48,0.035,4,214000,176012.5105
9169,126808,63909,64668,1,360,1,29,0.0363,5,250381,239056.9402
9170,864771,51084,79083,2,180,2,59,0.03,5,148500,138403.9832
9171,215472,54736,77650,2,360,2,43,0.0325,4,193000,221839.8233
9172,298800,45215,49992,1,360,2,41,0.04,5,142000,150431.1166
9173,2705000,64500,260412,2,360,2,42,0.0388,5,375000,352527.7367
9174,298800,50532,186027,2,360,2,61,0.0363,5,191400,228935.6567
9175,864771,63909,92016,1,360,2,53,0.0338,5,305000,284146.7074
9176,298800,51075,26340,1,360,2,51,0.035,5,49600,181676.6604
9177,126808,54996,62400,2,240,2,29,0.0325,5,140711,192297.9787
9178,126808,53906,98203,1,180,1,35,0.03,4,88000,93321.05378
9179,864771,51084,143004,2,360,2,37,0.0375,5,275000,231914.7907
9180,864771,51244,60372,1,360,2,55,0.0363,5,137800,190818.748
9181,298800,51075,95000,1,360,2,39,0.0338,5,264000,203836.6003
9182,864771,51084,116616,2,360,2,31,0.0363,4,101250,212118.8771
9183,215472,63488,67018,2,360,2,45,0.0325,5,95000,292182.964
9184,215472,54736,126900,2,360,2,40,0.035,5,273000,250132.8525
9185,864771,64500,139248,2,360,2,34,0.0388,5,508000,320049.6931
9186,298800,50532,107933,2,360,2,41,0.0338,5,269772,218057.2085
9187,298800,50532,49344,1,360,2,30,0.0375,5,95400,190587.8091
9188,215472,50238,132459,1,240,2,33,0.0313,5,304000,162343.1287
9189,864771,64500,79980,2,360,2,40,0.0363,5,372000,304127.5219
9190,864771,51084,60012,2,180,2,99,0.03,5,130000,118660.2473
9191,864816,64500,152400,2,360,2,53,0.035,5,303000,317904.153
9192,126808,53906,98939,1,240,2,46,0.0325,5,158400,172526.6054
9193,2705000,59588,56040,1,360,1,29,0.0388,4,187625,198634.1925
9194,215472,53906,151500,1,360,1,25,0.0338,5,417000,197579.1754
9195,864771,50532,103212,2,360,2,35,0.04,5,208500,217981.2081
9196,864771,51084,108805,2,360,2,46,0.0325,5,124080,222235.8567
9197,298800,51075,53009,1,360,2,36,0.0338,5,137275,194484.0675
9198,126808,53906,92064,1,360,1,23,0.0338,4,132905,167252.6561
9199,215472,53906,97352,2,360,2,39,0.035,4,353000,221664.4481
9200,864771,51084,137544,2,360,2,40,0.0338,5,395000,231075.3179
9201,2705000,55638,47287,2,240,2,57,0.0338,5,121676,189044.3567
9202,298800,51075,114900,2,360,2,43,0.0338,5,149000,222629.1754
9203,303625,75847,235592,1,360,2,34,0.0388,5,444871,402035.2095
9204,303625,55702,52716,1,360,2,31,0.035,5,223250,226295.5278
9205,673184,70628,145308,2,360,2,41,0.0338,5,318000,361054.3927
9206,864771,50532,129192,1,360,2,57,0.0388,4,294405,185434.5483
9207,864771,50532,54684,1,360,2,37,0.0363,5,139750,191444.9841
9208,215472,59588,87993,1,360,2,31,0.0325,5,194700,261600.3383
9209,126808,53906,44720,1,360,2,99,0.035,5,47000,186469.884
9210,215472,54736,51038,2,240,2,99,0.03,5,137000,162888.0711
9211,298800,51075,91800,1,360,2,63,0.035,4,84900,177518.5676
9212,673184,71346,96528,2,240,2,29,0.0338,5,199000,309678.4569
9213,472522,51492,87924,2,180,2,34,0.0275,4,155775,136668.3152
9214,303625,55702,38285,2,360,2,42,0.0338,4,109000,218440.1287
9215,864771,50532,181308,1,360,2,26,0.0388,4,203400,210051.005
9216,298800,45215,36048,2,360,2,67,0.0363,5,100000,154184.4251
9217,864771,42019,83604,2,360,2,61,0.0388,4,294000,131714.5636
9218,1318000,66262,132492,1,360,2,37,0.0363,4,441600,299951.0335
9219,864771,50532,169992,2,360,2,36,0.0338,5,414000,237027.0099
9220,864771,47830,113340,2,360,2,63,0.035,4,289500,178419.7765
9221,864771,51084,52704,1,360,2,54,0.0363,4,71200,172230.3016
9222,864771,50532,73663,1,360,2,99,0.04,3,106400,139317.2553
9223,215472,54736,34445,2,240,2,38,0.03,4,125596,165607.159
9224,215472,54736,35460,2,360,2,30,0.0388,4,96000,213380.2443
9225,673184,70628,144288,2,360,2,43,0.0338,2,160000,312068.0203
9226,298800,51075,96720,1,360,2,36,0.0363,5,166720,204277.0289
9227,215472,63488,100550,2,180,2,99,0.0313,5,144000,208193.6533
9228,126808,48568,79731,2,360,2,45,0.0325,5,300000,196651.1166
9229,864771,50532,15443,2,180,2,82,0.0363,4,30000,91469.06823
9230,298800,51075,75000,1,360,2,29,0.0338,5,189450,202593.1561
9231,298800,51075,59796,2,300,2,26,0.0375,4,133200,173389.56
9232,2705000,55638,72912,1,360,2,42,0.0325,3,111881,202760.3153
9233,864771,51084,104907,1,360,2,99,0.0363,5,156000,184389.9191
9234,215472,54736,124292,2,240,2,36,0.0338,5,167676,203075.6465
9235,215472,54736,92085,1,360,2,32,0.0313,4,167200,214770.1367
9236,298800,45215,120878,2,240,2,29,0.0325,5,239000,142837.3172
9237,215472,51492,55221,1,360,2,99,0.0325,5,90000,174526.1833
9238,126808,53906,81144,2,360,2,38,0.0375,3,115200,200635.7437
9239,126808,48568,95790,2,180,2,32,0.03,5,140000,133981.9551
9240,298800,45215,150816,1,360,1,41,0.035,5,344000,133769.4126
9241,2705000,59588,23050,2,360,2,68,0.0363,4,46786,236273.0861
9242,864771,51084,203354,2,240,2,99,0.0363,5,345750,175838.8265
9243,298800,51075,57240,1,360,2,43,0.04,5,128000,190157.8759
9244,2705000,59588,66792,1,360,1,23,0.0325,4,162011,206368.4
9245,298800,51075,146184,2,300,2,34,0.0338,5,340500,209586.5078
9246,864771,50532,41352,2,360,2,45,0.0375,5,40700,199913.7856
9247,298800,51075,64480,1,360,2,36,0.035,5,192000,196811.9415
9248,215472,50238,104202,2,360,2,29,0.0338,5,175000,219444.5346
9249,2705000,59588,150072,1,360,2,41,0.0375,4,412500,262219.2026
9250,215472,54736,115248,1,360,2,99,0.035,5,232700,209795.6861
9251,298800,51084,88800,2,360,2,44,0.0413,5,220000,212464.2857
9252,215472,63488,100549,2,360,2,51,0.0375,4,325600,280081.4132
9253,864771,50532,92256,1,180,2,28,0.03,5,148000,134335.7857
9254,298800,51075,47460,1,360,1,58,0.0338,5,49600,140815.6954
9255,8538000,66262,258552,1,360,1,35,0.0413,5,625500,322459.3
9256,298800,51075,168864,2,180,2,53,0.0289,5,211200,161868.409
9257,2705000,59588,34719,1,360,1,35,0.0425,3,95625,173426.0205
9258,126808,63909,43163,2,360,2,68,0.0338,4,180000,263567.0576
9259,126808,53906,33386,2,360,2,99,0.0338,3,120000,167514.0176
9260,2705000,59588,66402,1,360,1,22,0.035,4,137635,205533.1157
9261,215472,50238,39087,1,360,1,23,0.04,4,118162,127325.0867
9262,126808,63909,210640,2,360,2,34,0.0413,5,458850,330745.5227
9263,864771,64500,131700,2,360,2,40,0.0338,5,372000,318143.919
9264,298800,51075,67212,2,360,2,38,0.0363,4,135000,195497.7385
9265,126808,48568,96868,2,240,2,99,0.0375,5,104550,130031.6401
9266,298800,51075,64080,2,360,2,31,0.0375,5,135500,212798.9595
9267,864816,64500,136926,2,360,2,35,0.035,4,417000,304792.8428
9268,864816,51492,70000,2,360,2,31,0.0325,3,136300,188877.8523
9269,126808,53906,73016,2,360,2,47,0.0375,5,132595,227224.4971
9270,864771,50532,80652,2,360,2,61,0.0338,5,179400,205371.2774
9271,298800,51075,105108,1,360,1,55,0.0363,5,204000,155209.7638
9272,298800,51075,366891,1,360,2,47,0.035,5,415000,268140.2884
9273,864771,51244,77196,1,360,2,41,0.035,4,288000,184845.5586
9274,298800,51075,62388,1,360,2,35,0.0363,5,162000,196086.0795
9275,673184,71346,61512,2,360,2,60,0.0363,4,156000,320660.6568
9276,864771,63909,120744,1,360,2,34,0.035,5,243088,297898.2675
9277,864771,54996,274788,2,360,2,67,0.0325,5,208000,281593.6406
9278,2705000,59588,827556,2,360,2,57,0.04,4,417000,439466.0075
9279,303625,55702,72168,2,360,2,25,0.0375,4,174500,231615.9184
9280,215472,50238,26232,1,360,2,54,0.035,5,63200,174765.2456
9281,298800,51075,59172,1,360,2,65,0.0375,5,165600,183510.4086
9282,864816,64500,118545,1,360,2,60,0.04,5,367900,289283.6018
9283,298800,51075,102696,2,360,2,35,0.035,5,217000,222047.4359
9284,673184,71346,139992,2,180,2,37,0.0288,5,284000,295530.9561
9285,215472,54736,68182,2,240,2,42,0.03,5,143200,188519.9381
9286,215472,63488,56112,2,360,2,29,0.035,5,118500,294343.6333
9287,8538000,63909,107724,2,360,2,47,0.0375,4,240000,309871.6531
9288,864816,64500,104476,2,240,2,64,0.0363,5,289000,252808.6813
9289,864771,50532,132096,2,360,2,54,0.04,4,200000,202075.1724
9290,864771,51084,250000,1,360,2,60,0.035,4,285000,219784.9719
9291,298800,51075,111259,1,360,1,24,0.0338,4,130800,153476.6998
9292,215472,53017,18083,2,240,2,99,0.0338,3,33000,109643.4694
9293,126808,63909,105072,2,360,2,99,0.035,5,296000,282859.1738
9294,215472,50238,44000,2,180,2,71,0.0288,5,107500,118256.1395
9295,864771,50532,426176,2,360,2,99,0.035,5,270000,276806.6351
9296,215472,54736,158653,2,360,2,40,0.0325,5,326699,259167.6246
9297,215472,50238,89518,2,180,2,99,0.0275,5,152000,119701.1628
9298,126808,53906,68101,2,360,2,57,0.0325,5,102975,224477.0723
9299,298800,51075,133212,2,360,2,34,0.0338,5,232000,230569.6624
9300,864771,51084,257172,2,360,2,43,0.035,4,405000,243269.4708
9301,298800,51075,76690,2,360,2,49,0.0375,4,101250,193207.3175
9302,126808,63909,45732,2,360,2,30,0.0413,4,184000,275106.5081
9303,215472,53017,111672,1,360,2,45,0.0338,5,220000,218325.2246
9304,2705000,59588,63996,1,360,1,31,0.0363,4,209000,200982.4988
9305,298800,51075,123600,2,360,2,40,0.0338,5,260000,225923.688
9306,215472,53017,158175,2,360,2,43,0.0388,2,163720,195795.0544
9307,2705000,55638,297870,2,360,2,49,0.035,3,417000,270476.8612
9308,303625,55702,38655,1,360,1,25,0.035,3,90000,149005.027
9309,215472,54736,99736,2,240,2,99,0.03,4,99200,159043.6749
9310,126808,54996,111600,2,360,2,34,0.035,4,158400,234032.1508
9311,2705000,51075,276636,2,360,2,45,0.0363,3,365000,235989.7794
9312,298800,45215,129402,2,240,2,46,0.035,5,194900,137482.4673
9313,864771,50532,70000,2,360,2,38,0.0363,5,249000,210217.8078
9314,673184,70303,177636,2,360,2,42,0.035,5,464000,366066.7584
9315,298800,50532,51144,1,360,1,38,0.0338,5,164800,145644.623
9316,126808,53906,39971,2,180,2,42,0.0288,5,84750,152066.4104
9317,864771,51084,132696,1,360,2,57,0.0375,5,169200,206523.9578
9318,864771,51084,67872,2,360,2,33,0.0375,5,329500,214668.4545
9319,303625,55702,33446,1,360,1,55,0.0325,5,67948,169567.2041
9320,215472,54736,96831,2,360,2,39,0.035,5,72000,243005.4914
9321,864816,64500,111492,2,360,2,51,0.0388,3,620000,274767.5874
9322,2705000,59588,75396,1,360,2,37,0.035,4,282150,246199.2586
9323,298800,50532,84275,1,360,2,42,0.0325,5,216000,197032.3963
9324,2705000,55638,104832,2,360,2,54,0.0338,5,200000,252964.5043
9325,215472,54736,67787,1,360,2,44,0.0363,5,50000,217981.2162
9326,215472,50238,60587,2,120,2,99,0.0263,4,44000,72803.36353
9327,298800,51075,55140,1,360,2,26,0.0388,4,126400,180542.7018
9328,298800,51075,101472,1,360,1,34,0.0375,5,199500,161636.018
9329,298800,51075,82224,2,360,2,52,0.0349,5,208200,210615.4178
9330,2705000,59588,103548,1,360,2,46,0.035,3,156288,233857.0082
9331,298800,51075,119070,2,360,2,72,0.035,5,229000,212270.9006
9332,2705000,59588,113028,2,180,2,61,0.0313,5,274000,206905.1688
9333,298800,51075,128611,2,360,2,40,0.0325,5,280000,227752.4612
9334,298800,51075,213312,1,360,2,60,0.0379,5,290000,223662.4341
9335,298800,45215,156324,1,360,2,56,0.0338,5,135000,174099.8825
9336,215472,60214,40352,2,180,2,54,0.0275,4,98400,174126.7552
9337,2705000,59588,116736,1,360,1,44,0.0363,3,370500,193276.2146
9338,864771,51084,56597,2,180,2,35,0.0288,4,133500,126325.1364
9339,864771,50532,53172,1,360,2,34,0.035,5,151200,192770.2392
9340,472522,55653,168996,1,360,1,48,0.0338,4,347000,189593.8064
9341,298800,51075,53496,2,360,2,52,0.035,5,82000,203403.4803
9342,864771,50532,121715,1,360,2,47,0.0338,5,366400,205534.9532
9343,864771,51084,78517,2,240,2,51,0.0325,4,84320,148372.6525
9344,864771,51084,121716,1,360,1,38,0.0388,5,139900,166282.3233
9345,864771,51084,124110,2,240,2,99,0.0363,4,174000,140073.8075
9346,215472,55638,74330,1,240,2,47,0.0313,3,150000,146239.3382
9347,298800,50532,215004,2,360,2,40,0.0388,5,215000,242920.0591
9348,298800,45215,32940,2,360,2,64,0.0363,5,127000,154532.9253
9349,2705000,55638,69312,1,360,1,26,0.0325,3,87289,163814.5786
9350,864771,51084,78600,1,360,2,45,0.035,4,175000,182641.5071
9351,298800,51075,225750,2,360,2,43,0.035,5,320000,249751.406
9352,2705000,55638,142535,1,180,2,51,0.03,5,220000,177201.2859
9353,126808,53906,35464,1,360,1,21,0.0425,1,99817,102026.1033
